instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,type
15971,03-11-2012,4,1,11,3,0,6,0,2,0.34,0.3182,0.49,0.2537,6,22,28,train
15972,03-11-2012,4,1,11,4,0,6,0,2,0.32,0.303,0.49,0.2985,8,8,16,train
15973,03-11-2012,4,1,11,5,0,6,0,2,0.32,0.303,0.49,0.2537,1,8,9,train
15974,03-11-2012,4,1,11,6,0,6,0,2,0.32,0.3182,0.49,0.194,4,17,21,train
15975,03-11-2012,4,1,11,7,0,6,0,2,0.32,0.303,0.49,0.2537,1,58,59,train
15976,03-11-2012,4,1,11,8,0,6,0,2,0.34,0.303,0.46,0.2985,10,132,142,train
15977,03-11-2012,4,1,11,9,0,6,0,2,0.34,0.303,0.49,0.2985,31,188,219,train
15978,03-11-2012,4,1,11,10,0,6,0,1,0.36,0.3333,0.46,0.3881,68,260,328,train
15979,03-11-2012,4,1,11,11,0,6,0,2,0.36,0.3333,0.46,0.3881,56,284,340,train
15980,03-11-2012,4,1,11,12,0,6,0,2,0.36,0.3182,0.46,0.4627,74,320,394,train
15981,03-11-2012,4,1,11,13,0,6,0,2,0.36,0.3333,0.46,0.3582,110,339,449,train
15982,03-11-2012,4,1,11,14,0,6,0,2,0.36,0.3333,0.5,0.3284,136,319,455,train
15983,03-11-2012,4,1,11,15,0,6,0,2,0.36,0.3182,0.46,0.4478,117,331,448,train
15984,03-11-2012,4,1,11,16,0,6,0,2,0.36,0.3333,0.46,0.3284,108,292,400,train
15985,03-11-2012,4,1,11,17,0,6,0,2,0.36,0.3333,0.46,0.2985,112,298,410,train
15986,03-11-2012,4,1,11,18,0,6,0,2,0.36,0.3333,0.46,0.2836,58,239,297,train
15987,03-11-2012,4,1,11,19,0,6,0,1,0.36,0.3485,0.5,0.1642,22,217,239,train
15988,03-11-2012,4,1,11,20,0,6,0,1,0.34,0.3333,0.53,0.1343,23,158,181,train
15989,03-11-2012,4,1,11,21,0,6,0,1,0.34,0.3485,0.53,0.1045,31,135,166,train
15990,03-11-2012,4,1,11,22,0,6,0,1,0.32,0.3333,0.57,0.1045,13,133,146,train
15991,03-11-2012,4,1,11,23,0,6,0,1,0.32,0.3333,0.57,0.1045,15,133,148,train
15992,04-11-2012,4,1,11,0,0,0,0,1,0.3,0.3182,0.61,0.1045,5,97,102,train
15993,04-11-2012,4,1,11,1,0,0,0,1,0.26,0.2879,0.81,0.0896,26,139,165,train
15994,04-11-2012,4,1,11,2,0,0,0,1,0.3,0.3333,0.65,0,6,31,37,train
15995,04-11-2012,4,1,11,3,0,0,0,1,0.28,0.2879,0.61,0.1045,1,10,11,train
15996,04-11-2012,4,1,11,4,0,0,0,1,0.26,0.2727,0.65,0.1343,2,7,9,train
15997,04-11-2012,4,1,11,5,0,0,0,1,0.26,0.2727,0.65,0.1045,0,5,5,train
15998,04-11-2012,4,1,11,6,0,0,0,1,0.28,0.2879,0.61,0.1343,2,14,16,train
15999,04-11-2012,4,1,11,7,0,0,0,1,0.26,0.2727,0.65,0.1045,11,39,50,train
16000,04-11-2012,4,1,11,8,0,0,0,1,0.3,0.303,0.56,0.1343,34,115,149,train
16001,04-11-2012,4,1,11,9,0,0,0,1,0.32,0.3333,0.53,0,56,161,217,train
16002,04-11-2012,4,1,11,10,0,0,0,1,0.34,0.3333,0.49,0.194,73,287,360,train
16003,04-11-2012,4,1,11,11,0,0,0,1,0.38,0.3939,0.46,0.2239,134,311,445,train
16004,04-11-2012,4,1,11,12,0,0,0,1,0.38,0.3939,0.46,0.2239,150,354,504,train
16005,04-11-2012,4,1,11,13,0,0,0,1,0.4,0.4091,0.43,0.2239,122,371,493,train
16006,04-11-2012,4,1,11,14,0,0,0,1,0.4,0.4091,0.4,0.194,149,360,509,train
16007,04-11-2012,4,1,11,15,0,0,0,1,0.4,0.4091,0.4,0.2239,149,300,449,train
16008,04-11-2012,4,1,11,16,0,0,0,1,0.4,0.4091,0.4,0.3284,119,316,435,train
16009,04-11-2012,4,1,11,17,0,0,0,1,0.36,0.3485,0.43,0.194,57,270,327,train
16010,04-11-2012,4,1,11,18,0,0,0,1,0.36,0.3485,0.43,0.2239,31,206,237,train
16011,04-11-2012,4,1,11,19,0,0,0,1,0.36,0.3333,0.43,0.2537,24,203,227,train
16012,04-11-2012,4,1,11,20,0,0,0,1,0.32,0.2879,0.53,0.3582,7,134,141,train
16013,04-11-2012,4,1,11,21,0,0,0,1,0.3,0.2727,0.52,0.2985,16,71,87,train
16014,04-11-2012,4,1,11,22,0,0,0,1,0.3,0.2879,0.52,0.2836,15,64,79,train
16015,04-11-2012,4,1,11,23,0,0,0,2,0.3,0.303,0.56,0.1642,12,41,53,train
16016,05-11-2012,4,1,11,0,0,1,1,2,0.3,0.2879,0.56,0.194,3,20,23,train
16017,05-11-2012,4,1,11,1,0,1,1,2,0.3,0.303,0.56,0.1642,0,8,8,train
16018,05-11-2012,4,1,11,2,0,1,1,2,0.3,0.303,0.56,0.1642,2,4,6,train
16019,05-11-2012,4,1,11,3,0,1,1,2,0.3,0.2879,0.56,0.2239,1,3,4,train
16020,05-11-2012,4,1,11,4,0,1,1,2,0.3,0.2879,0.52,0.2537,5,11,16,train
16021,05-11-2012,4,1,11,5,0,1,1,2,0.3,0.2727,0.52,0.3284,1,38,39,train
16022,05-11-2012,4,1,11,6,0,1,1,2,0.3,0.2879,0.49,0.2836,4,135,139,train
16023,05-11-2012,4,1,11,7,0,1,1,2,0.3,0.2879,0.49,0.2537,8,453,461,train
16024,05-11-2012,4,1,11,8,0,1,1,2,0.3,0.2879,0.49,0.2239,19,629,648,train
16025,05-11-2012,4,1,11,9,0,1,1,2,0.3,0.2879,0.52,0.2836,18,239,257,train
16026,05-11-2012,4,1,11,10,0,1,1,1,0.32,0.303,0.49,0.2836,30,112,142,train
16027,05-11-2012,4,1,11,11,0,1,1,1,0.34,0.3182,0.46,0.2239,31,119,150,train
16028,05-11-2012,4,1,11,12,0,1,1,1,0.36,0.3333,0.43,0.3284,38,206,244,train
16029,05-11-2012,4,1,11,13,0,1,1,1,0.36,0.3333,0.4,0.2537,39,183,222,train
16030,05-11-2012,4,1,11,14,0,1,1,1,0.38,0.3939,0.4,0.1642,31,165,196,train
16031,05-11-2012,4,1,11,15,0,1,1,1,0.38,0.3939,0.4,0.2836,24,207,231,train
16032,05-11-2012,4,1,11,16,0,1,1,1,0.36,0.3333,0.43,0.2836,35,325,360,train
16033,05-11-2012,4,1,11,17,0,1,1,1,0.34,0.3182,0.46,0.2239,34,604,638,train
16034,05-11-2012,4,1,11,18,0,1,1,1,0.34,0.3182,0.46,0.2239,19,523,542,train
16035,05-11-2012,4,1,11,19,0,1,1,1,0.32,0.3182,0.49,0.1642,11,361,372,train
16036,05-11-2012,4,1,11,20,0,1,1,1,0.32,0.303,0.49,0.2537,13,228,241,train
16037,05-11-2012,4,1,11,21,0,1,1,1,0.3,0.2879,0.52,0.2836,8,144,152,train
16038,05-11-2012,4,1,11,22,0,1,1,1,0.28,0.2727,0.56,0.194,4,111,115,train
16039,05-11-2012,4,1,11,23,0,1,1,1,0.26,0.2727,0.6,0.1343,0,53,53,train
16040,06-11-2012,4,1,11,0,0,2,1,1,0.24,0.2576,0.6,0.1045,1,18,19,train
16041,06-11-2012,4,1,11,1,0,2,1,1,0.24,0.2424,0.6,0.1642,0,8,8,train
16042,06-11-2012,4,1,11,2,0,2,1,1,0.24,0.2576,0.65,0.0896,0,2,2,train
16043,06-11-2012,4,1,11,3,0,2,1,1,0.22,0.2424,0.64,0.1045,0,4,4,train
16044,06-11-2012,4,1,11,4,0,2,1,1,0.22,0.2576,0.69,0.0896,0,7,7,train
16045,06-11-2012,4,1,11,5,0,2,1,2,0.22,0.2273,0.64,0.194,1,40,41,train
16046,06-11-2012,4,1,11,6,0,2,1,1,0.22,0.2273,0.69,0.1343,6,143,149,train
16047,06-11-2012,4,1,11,7,0,2,1,1,0.2,0.2121,0.69,0.1642,9,378,387,train
16048,06-11-2012,4,1,11,8,0,2,1,1,0.22,0.2273,0.69,0.1642,20,568,588,train
16049,06-11-2012,4,1,11,9,0,2,1,1,0.26,0.2576,0.6,0.1642,25,338,363,train
16050,06-11-2012,4,1,11,10,0,2,1,1,0.3,0.2879,0.49,0.194,41,189,230,train
16051,06-11-2012,4,1,11,11,0,2,1,1,0.32,0.3333,0.45,0.1343,39,177,216,train
16052,06-11-2012,4,1,11,12,0,2,1,1,0.32,0.3333,0.45,0.1343,31,217,248,train
16053,06-11-2012,4,1,11,13,0,2,1,1,0.34,0.3333,0.46,0.1343,46,232,278,train
16054,06-11-2012,4,1,11,14,0,2,1,1,0.36,0.3636,0.4,0.1045,44,196,240,train
16055,06-11-2012,4,1,11,15,0,2,1,1,0.34,0.3182,0.46,0.2537,45,227,272,train
16056,06-11-2012,4,1,11,16,0,2,1,1,0.34,0.3333,0.46,0.1642,33,369,402,train
16057,06-11-2012,4,1,11,17,0,2,1,1,0.32,0.303,0.53,0.2239,30,597,627,train
16058,06-11-2012,4,1,11,18,0,2,1,1,0.32,0.303,0.57,0.2985,20,477,497,train
16059,06-11-2012,4,1,11,19,0,2,1,1,0.3,0.2879,0.56,0.2239,15,356,371,train
16060,06-11-2012,4,1,11,20,0,2,1,1,0.3,0.2879,0.61,0.2239,10,218,228,train
16061,06-11-2012,4,1,11,21,0,2,1,2,0.3,0.2879,0.56,0.2537,14,137,151,train
16062,06-11-2012,4,1,11,22,0,2,1,2,0.3,0.2879,0.56,0.2239,17,136,153,train
16063,06-11-2012,4,1,11,23,0,2,1,1,0.3,0.2879,0.56,0.2239,19,186,205,train
16064,07-11-2012,4,1,11,0,0,3,1,2,0.3,0.2879,0.56,0.2836,49,234,283,train
16065,07-11-2012,4,1,11,1,0,3,1,2,0.28,0.2727,0.61,0.2537,6,86,92,train
16066,07-11-2012,4,1,11,2,0,3,1,2,0.28,0.2576,0.56,0.2985,6,68,74,train
16067,07-11-2012,4,1,11,3,0,3,1,2,0.28,0.2576,0.52,0.3284,2,9,11,train
16068,07-11-2012,4,1,11,4,0,3,1,2,0.28,0.2576,0.52,0.2985,0,9,9,train
16069,07-11-2012,4,1,11,5,0,3,1,2,0.28,0.2576,0.52,0.3284,0,27,27,train
16070,07-11-2012,4,1,11,6,0,3,1,2,0.26,0.2424,0.56,0.2836,3,115,118,train
16071,07-11-2012,4,1,11,7,0,3,1,2,0.26,0.2273,0.56,0.2985,5,314,319,train
16072,07-11-2012,4,1,11,8,0,3,1,2,0.26,0.2424,0.6,0.2836,18,583,601,train
16073,07-11-2012,4,1,11,9,0,3,1,2,0.26,0.2424,0.6,0.2836,17,351,368,train
16074,07-11-2012,4,1,11,10,0,3,1,2,0.28,0.2576,0.56,0.2985,27,151,178,train
16075,07-11-2012,4,1,11,11,0,3,1,2,0.32,0.2879,0.51,0.3582,15,132,147,train
16076,07-11-2012,4,1,11,12,0,3,1,2,0.32,0.303,0.53,0.2836,24,188,212,train
16077,07-11-2012,4,1,11,13,0,3,1,2,0.32,0.303,0.53,0.2537,23,158,181,train
16078,07-11-2012,4,1,11,14,0,3,1,2,0.32,0.2879,0.53,0.3582,19,142,161,train
16079,07-11-2012,4,1,11,15,0,3,1,2,0.32,0.303,0.53,0.2985,20,178,198,train
16080,07-11-2012,4,1,11,16,0,3,1,2,0.32,0.2879,0.53,0.3582,23,250,273,train
16081,07-11-2012,4,1,11,17,0,3,1,2,0.32,0.2879,0.53,0.3881,16,501,517,train
16082,07-11-2012,4,1,11,18,0,3,1,2,0.32,0.2879,0.53,0.3582,17,448,465,train
16083,07-11-2012,4,1,11,19,0,3,1,2,0.3,0.2727,0.56,0.2985,17,302,319,train
16084,07-11-2012,4,1,11,20,0,3,1,2,0.32,0.303,0.49,0.3284,7,249,256,train
16085,07-11-2012,4,1,11,21,0,3,1,2,0.32,0.303,0.49,0.2985,5,121,126,train
16086,07-11-2012,4,1,11,22,0,3,1,3,0.3,0.2879,0.56,0.2537,4,56,60,train
16087,07-11-2012,4,1,11,23,0,3,1,3,0.28,0.2727,0.65,0.2239,3,37,40,train
16088,08-11-2012,4,1,11,0,0,4,1,3,0.28,0.2727,0.61,0.2239,1,14,15,train
16089,08-11-2012,4,1,11,1,0,4,1,3,0.3,0.2727,0.52,0.3582,1,11,12,train
16090,08-11-2012,4,1,11,2,0,4,1,2,0.3,0.2879,0.49,0.2239,1,5,6,train
16091,08-11-2012,4,1,11,4,0,4,1,2,0.3,0.2879,0.45,0.2836,1,9,10,train
16092,08-11-2012,4,1,11,5,0,4,1,2,0.3,0.2879,0.42,0.2239,0,35,35,train
16093,08-11-2012,4,1,11,6,0,4,1,1,0.3,0.2879,0.39,0.2239,2,122,124,train
16094,08-11-2012,4,1,11,7,0,4,1,1,0.28,0.2576,0.36,0.3881,12,411,423,train
16095,08-11-2012,4,1,11,8,0,4,1,1,0.3,0.2879,0.33,0.2836,16,652,668,train
16096,08-11-2012,4,1,11,9,0,4,1,1,0.32,0.2879,0.31,0.3582,22,253,275,train
16097,08-11-2012,4,1,11,10,0,4,1,1,0.32,0.303,0.31,0.3284,13,148,161,train
16098,08-11-2012,4,1,11,11,0,4,1,1,0.36,0.3333,0.29,0.3881,16,155,171,train
16099,08-11-2012,4,1,11,12,0,4,1,1,0.4,0.4091,0.24,0.4925,33,202,235,train
16100,08-11-2012,4,1,11,13,0,4,1,1,0.44,0.4394,0.18,0.4179,33,195,228,train
16101,08-11-2012,4,1,11,14,0,4,1,1,0.44,0.4394,0.18,0.4179,33,149,182,train
16102,08-11-2012,4,1,11,15,0,4,1,1,0.44,0.4394,0.18,0.4179,32,201,233,train
16103,08-11-2012,4,1,11,16,0,4,1,1,0.42,0.4242,0.16,0.3881,18,321,339,train
16104,08-11-2012,4,1,11,17,0,4,1,1,0.4,0.4091,0.2,0.2985,36,556,592,train
16105,08-11-2012,4,1,11,18,0,4,1,1,0.4,0.4091,0.24,0.4179,16,491,507,train
16106,08-11-2012,4,1,11,19,0,4,1,1,0.38,0.3939,0.27,0.3582,14,359,373,train
16107,08-11-2012,4,1,11,20,0,4,1,1,0.38,0.3939,0.29,0.4627,10,235,245,train
16108,08-11-2012,4,1,11,21,0,4,1,1,0.36,0.3333,0.37,0.3881,11,222,233,train
16109,08-11-2012,4,1,11,22,0,4,1,1,0.34,0.303,0.42,0.2985,14,147,161,train
16110,08-11-2012,4,1,11,23,0,4,1,1,0.34,0.303,0.46,0.3582,5,82,87,train
16111,09-11-2012,4,1,11,0,0,5,1,1,0.34,0.303,0.49,0.3284,9,46,55,train
16112,09-11-2012,4,1,11,1,0,5,1,1,0.32,0.303,0.53,0.2836,3,17,20,train
16113,09-11-2012,4,1,11,2,0,5,1,1,0.32,0.303,0.53,0.2537,1,11,12,train
16114,09-11-2012,4,1,11,3,0,5,1,1,0.32,0.2879,0.53,0.4179,3,6,9,train
16115,09-11-2012,4,1,11,4,0,5,1,1,0.32,0.2879,0.53,0.3582,0,14,14,train
16116,09-11-2012,4,1,11,5,0,5,1,1,0.3,0.2879,0.56,0.194,2,25,27,train
16117,09-11-2012,4,1,11,6,0,5,1,1,0.26,0.2727,0.65,0.1045,5,126,131,train
16118,09-11-2012,4,1,11,7,0,5,1,1,0.26,0.2727,0.65,0.1343,9,332,341,train
16119,09-11-2012,4,1,11,8,0,5,1,1,0.32,0.3182,0.57,0.1642,25,668,693,train
16120,09-11-2012,4,1,11,9,0,5,1,1,0.34,0.303,0.53,0.4179,23,304,327,train
16121,09-11-2012,4,1,11,10,0,5,1,1,0.36,0.3333,0.5,0.3284,34,163,197,train
16122,09-11-2012,4,1,11,11,0,5,1,1,0.4,0.4091,0.47,0.2985,66,185,251,train
16123,09-11-2012,4,1,11,12,0,5,1,1,0.44,0.4394,0.41,0.3284,48,214,262,train
16124,09-11-2012,4,1,11,13,0,5,1,1,0.46,0.4545,0.38,0.2985,62,237,299,train
16125,09-11-2012,4,1,11,14,0,5,1,1,0.46,0.4545,0.38,0.194,67,207,274,train
16126,09-11-2012,4,1,11,15,0,5,1,1,0.46,0.4545,0.36,0.2239,78,278,356,train
16127,09-11-2012,4,1,11,16,0,5,1,1,0.46,0.4545,0.38,0.1642,57,377,434,train
16128,09-11-2012,4,1,11,17,0,5,1,1,0.42,0.4242,0.44,0.1343,61,593,654,train
16129,09-11-2012,4,1,11,18,0,5,1,1,0.42,0.4242,0.44,0.1045,46,450,496,train
16130,09-11-2012,4,1,11,19,0,5,1,1,0.34,0.3485,0.71,0.0896,30,331,361,train
16131,09-11-2012,4,1,11,20,0,5,1,1,0.36,0.3485,0.66,0.1343,20,235,255,train
16132,09-11-2012,4,1,11,21,0,5,1,1,0.34,0.3636,0.76,0,23,176,199,train
16133,09-11-2012,4,1,11,22,0,5,1,1,0.34,0.3485,0.71,0.1045,17,146,163,train
16134,09-11-2012,4,1,11,23,0,5,1,1,0.32,0.3333,0.81,0.0896,20,142,162,train
16135,10-11-2012,4,1,11,0,0,6,0,1,0.32,0.3333,0.76,0.0896,16,106,122,train
16136,10-11-2012,4,1,11,1,0,6,0,1,0.3,0.3182,0.81,0.0896,8,68,76,train
16137,10-11-2012,4,1,11,2,0,6,0,1,0.32,0.3485,0.81,0,2,42,44,train
16138,10-11-2012,4,1,11,3,0,6,0,1,0.3,0.3333,0.81,0,9,11,20,train
16139,10-11-2012,4,1,11,4,0,6,0,1,0.26,0.2727,0.87,0.1045,2,4,6,train
16140,10-11-2012,4,1,11,5,0,6,0,1,0.28,0.3182,0.87,0,1,9,10,train
16141,10-11-2012,4,1,11,6,0,6,0,1,0.24,0.2576,0.93,0.0896,5,11,16,train
16142,10-11-2012,4,1,11,7,0,6,0,1,0.26,0.2727,0.87,0.1045,14,57,71,train
16143,10-11-2012,4,1,11,8,0,6,0,1,0.32,0.3485,0.76,0,16,130,146,train
16144,10-11-2012,4,1,11,9,0,6,0,1,0.36,0.3485,0.66,0.194,43,216,259,train
16145,10-11-2012,4,1,11,10,0,6,0,1,0.4,0.4091,0.58,0,86,264,350,train
16146,10-11-2012,4,1,11,11,0,6,0,1,0.4,0.4091,0.58,0.1045,143,323,466,train
16147,10-11-2012,4,1,11,12,0,6,0,1,0.48,0.4697,0.48,0,258,348,606,train
16148,10-11-2012,4,1,11,13,0,6,0,1,0.52,0.5,0.39,0,268,383,651,train
16149,10-11-2012,4,1,11,14,0,6,0,1,0.54,0.5152,0.37,0,280,347,627,train
16150,10-11-2012,4,1,11,15,0,6,0,1,0.52,0.5,0.45,0,216,351,567,train
16151,10-11-2012,4,1,11,16,0,6,0,1,0.54,0.5152,0.37,0,227,378,605,train
16152,10-11-2012,4,1,11,17,0,6,0,1,0.5,0.4848,0.45,0.194,183,318,501,train
16153,10-11-2012,4,1,11,18,0,6,0,1,0.44,0.4394,0.54,0.1343,103,256,359,train
16154,10-11-2012,4,1,11,19,0,6,0,1,0.46,0.4545,0.51,0.0896,55,228,283,train
16155,10-11-2012,4,1,11,20,0,6,0,1,0.44,0.4394,0.54,0,39,153,192,train
16156,10-11-2012,4,1,11,21,0,6,0,1,0.4,0.4091,0.66,0,51,169,220,train
16157,10-11-2012,4,1,11,22,0,6,0,1,0.38,0.3939,0.71,0.0896,39,154,193,train
16158,10-11-2012,4,1,11,23,0,6,0,1,0.36,0.3636,0.71,0.1045,26,120,146,train
16159,11-11-2012,4,1,11,0,0,0,0,1,0.34,0.3485,0.81,0.0896,14,110,124,train
16160,11-11-2012,4,1,11,1,0,0,0,1,0.34,0.3485,0.76,0.0896,26,82,108,train
16161,11-11-2012,4,1,11,2,0,0,0,1,0.32,0.3333,0.87,0.1045,12,58,70,train
16162,11-11-2012,4,1,11,3,0,0,0,1,0.34,0.3636,0.81,0,9,39,48,train
16163,11-11-2012,4,1,11,4,0,0,0,1,0.32,0.3333,0.81,0.1045,5,6,11,train
16164,11-11-2012,4,1,11,5,0,0,0,1,0.3,0.303,0.87,0.1343,0,12,12,train
16165,11-11-2012,4,1,11,6,0,0,0,1,0.3,0.3182,0.87,0.0896,3,16,19,train
16166,11-11-2012,4,1,11,7,0,0,0,1,0.3,0.3182,0.89,0.0896,12,56,68,train
16167,11-11-2012,4,1,11,8,0,0,0,1,0.32,0.3333,0.87,0.1045,32,87,119,train
16168,11-11-2012,4,1,11,9,0,0,0,1,0.36,0.3788,0.77,0,94,179,273,train
16169,11-11-2012,4,1,11,10,0,0,0,1,0.4,0.4091,0.69,0.1045,133,272,405,train
16170,11-11-2012,4,1,11,11,0,0,0,1,0.46,0.4545,0.59,0.1343,180,324,504,train
16171,11-11-2012,4,1,11,12,0,0,0,1,0.5,0.4848,0.48,0.0896,195,390,585,train
16172,11-11-2012,4,1,11,13,0,0,0,1,0.54,0.5152,0.45,0.1045,262,424,686,train
16173,11-11-2012,4,1,11,14,0,0,0,1,0.6,0.6212,0.33,0.1642,292,362,654,train
16174,11-11-2012,4,1,11,15,0,0,0,1,0.56,0.5303,0.37,0.2239,304,420,724,train
16175,11-11-2012,4,1,11,16,0,0,0,1,0.54,0.5152,0.42,0.2239,260,393,653,train
16176,11-11-2012,4,1,11,17,0,0,0,1,0.54,0.5152,0.45,0.1642,151,342,493,train
16177,11-11-2012,4,1,11,18,0,0,0,1,0.52,0.5,0.45,0.1343,102,303,405,train
16178,11-11-2012,4,1,11,19,0,0,0,1,0.48,0.4697,0.55,0.1343,69,208,277,train
16179,11-11-2012,4,1,11,20,0,0,0,1,0.44,0.4394,0.62,0.1642,54,146,200,train
16180,11-11-2012,4,1,11,21,0,0,0,1,0.44,0.4394,0.67,0.2239,44,127,171,train
16181,11-11-2012,4,1,11,22,0,0,0,1,0.42,0.4242,0.71,0.194,21,113,134,train
16182,11-11-2012,4,1,11,23,0,0,0,1,0.42,0.4242,0.71,0.194,16,93,109,train
16183,12-11-2012,4,1,11,0,1,1,0,1,0.42,0.4242,0.71,0.1045,6,43,49,train
16184,12-11-2012,4,1,11,1,1,1,0,1,0.4,0.4091,0.76,0.1642,4,26,30,train
16185,12-11-2012,4,1,11,2,1,1,0,1,0.4,0.4091,0.76,0.1343,6,14,20,train
16186,12-11-2012,4,1,11,3,1,1,0,1,0.4,0.4091,0.76,0.1343,1,3,4,train
16187,12-11-2012,4,1,11,4,1,1,0,1,0.4,0.4091,0.76,0.0896,1,3,4,train
16188,12-11-2012,4,1,11,5,1,1,0,1,0.38,0.3939,0.87,0,1,23,24,train
16189,12-11-2012,4,1,11,6,1,1,0,1,0.38,0.3939,0.87,0.1045,7,64,71,train
16190,12-11-2012,4,1,11,7,1,1,0,1,0.4,0.4091,0.87,0,16,248,264,train
16191,12-11-2012,4,1,11,8,1,1,0,1,0.42,0.4242,0.82,0.1642,50,490,540,train
16192,12-11-2012,4,1,11,9,1,1,0,1,0.44,0.4394,0.88,0.1045,60,337,397,train
16193,12-11-2012,4,1,11,10,1,1,0,1,0.48,0.4697,0.77,0.1642,82,184,266,train
16194,12-11-2012,4,1,11,11,1,1,0,1,0.52,0.5,0.72,0.1642,112,255,367,train
16195,12-11-2012,4,1,11,12,1,1,0,1,0.56,0.5303,0.64,0.2239,105,314,419,train
16196,12-11-2012,4,1,11,13,1,1,0,1,0.6,0.6061,0.6,0.2239,108,312,420,train
16197,12-11-2012,4,1,11,14,1,1,0,1,0.58,0.5455,0.6,0.2836,134,310,444,train
16198,12-11-2012,4,1,11,15,1,1,0,1,0.56,0.5303,0.64,0.2537,102,280,382,train
16199,12-11-2012,4,1,11,16,1,1,0,1,0.56,0.5303,0.64,0.1642,87,347,434,train
16200,12-11-2012,4,1,11,17,1,1,0,1,0.56,0.5303,0.64,0.2836,66,530,596,train
16201,12-11-2012,4,1,11,18,1,1,0,1,0.52,0.5,0.72,0.1343,65,486,551,train
16202,12-11-2012,4,1,11,19,1,1,0,1,0.54,0.5152,0.73,0.2836,30,323,353,train
16203,12-11-2012,4,1,11,20,1,1,0,2,0.52,0.5,0.77,0.2836,31,273,304,train
16204,12-11-2012,4,1,11,21,1,1,0,3,0.54,0.5152,0.73,0.2239,10,145,155,train
16205,12-11-2012,4,1,11,22,1,1,0,1,0.52,0.5,0.77,0.2537,12,100,112,train
16206,12-11-2012,4,1,11,23,1,1,0,2,0.54,0.5152,0.77,0.2239,1,62,63,train
16207,13-11-2012,4,1,11,0,0,2,1,2,0.52,0.5,0.83,0.2836,5,18,23,train
16208,13-11-2012,4,1,11,1,0,2,1,3,0.44,0.4394,0.88,0.6418,0,5,5,train
16209,13-11-2012,4,1,11,2,0,2,1,3,0.36,0.3182,0.87,0.4478,7,4,11,train
16210,13-11-2012,4,1,11,3,0,2,1,3,0.36,0.3333,0.87,0.3582,2,3,5,train
16211,13-11-2012,4,1,11,4,0,2,1,2,0.36,0.3333,0.81,0.3881,0,9,9,train
16212,13-11-2012,4,1,11,5,0,2,1,2,0.34,0.3182,0.87,0.2836,0,18,18,train
16213,13-11-2012,4,1,11,6,0,2,1,3,0.32,0.2879,0.81,0.4627,2,48,50,train
16214,13-11-2012,4,1,11,7,0,2,1,3,0.32,0.303,0.87,0.2537,1,106,107,train
16215,13-11-2012,4,1,11,8,0,2,1,3,0.32,0.303,0.87,0.2537,4,207,211,train
16216,13-11-2012,4,1,11,9,0,2,1,3,0.32,0.303,0.81,0.3284,1,109,110,train
16217,13-11-2012,4,1,11,10,0,2,1,3,0.3,0.2727,0.75,0.3881,10,84,94,train
16218,13-11-2012,4,1,11,11,0,2,1,1,0.32,0.303,0.7,0.2537,22,133,155,train
16219,13-11-2012,4,1,11,12,0,2,1,1,0.34,0.3182,0.61,0.2836,16,180,196,train
16220,13-11-2012,4,1,11,13,0,2,1,1,0.34,0.3182,0.53,0.2537,30,188,218,train
16221,13-11-2012,4,1,11,14,0,2,1,1,0.38,0.3939,0.46,0.3881,34,169,203,train
16222,13-11-2012,4,1,11,15,0,2,1,1,0.4,0.4091,0.4,0.2985,33,184,217,train
16223,13-11-2012,4,1,11,16,0,2,1,1,0.38,0.3939,0.4,0.2985,28,282,310,train
16224,13-11-2012,4,1,11,17,0,2,1,1,0.34,0.303,0.49,0.3582,33,575,608,train
16225,13-11-2012,4,1,11,18,0,2,1,1,0.34,0.3182,0.49,0.2836,45,514,559,train
16226,13-11-2012,4,1,11,19,0,2,1,1,0.32,0.2879,0.49,0.3582,12,344,356,train
16227,13-11-2012,4,1,11,20,0,2,1,1,0.3,0.2727,0.49,0.3582,12,211,223,train
16228,13-11-2012,4,1,11,21,0,2,1,1,0.3,0.2727,0.49,0.3582,9,178,187,train
16229,13-11-2012,4,1,11,22,0,2,1,1,0.26,0.2273,0.56,0.3284,15,120,135,train
16230,13-11-2012,4,1,11,23,0,2,1,1,0.26,0.2273,0.56,0.2985,6,78,84,train
16231,14-11-2012,4,1,11,0,0,3,1,1,0.26,0.2424,0.56,0.2836,4,20,24,train
16232,14-11-2012,4,1,11,1,0,3,1,1,0.24,0.2121,0.6,0.2985,2,10,12,train
16233,14-11-2012,4,1,11,2,0,3,1,1,0.24,0.2121,0.6,0.2985,0,1,1,train
16234,14-11-2012,4,1,11,3,0,3,1,1,0.24,0.2273,0.65,0.2239,0,5,5,train
16235,14-11-2012,4,1,11,4,0,3,1,1,0.22,0.2273,0.69,0.194,0,6,6,train
16236,14-11-2012,4,1,11,5,0,3,1,1,0.22,0.2273,0.69,0.194,0,39,39,train
16237,14-11-2012,4,1,11,6,0,3,1,1,0.24,0.2273,0.65,0.194,4,142,146,train
16238,14-11-2012,4,1,11,7,0,3,1,1,0.24,0.2121,0.65,0.2836,10,405,415,train
16239,14-11-2012,4,1,11,8,0,3,1,1,0.28,0.2576,0.56,0.2985,27,664,691,train
16240,14-11-2012,4,1,11,9,0,3,1,1,0.3,0.2727,0.52,0.3881,22,310,332,train
